F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,target
2.1565680110842097e-17,1.5808828868359812e-17,-3.746287829254733e-17,-1.965619209232253e-17,1.3672765351843256e-17,8.322480442212346e-06,295761822.27703017,-7.35786732904252e-18,-1.2350075127217042e-17,2.5479819618438185e-17,3.649012611326271e-18,-5.872304736628229e-06,0.5788423153692615,0.2155688622754491,-7.873372231516682e-05,3.188375562646627e-08,1720.3730172863009,0.40360549392738987,4.323990082759701e-05,-1.0662463180256049e-05,0.005988023952095809,1.875048926752474e-05,0.5568862275449101,90.94568151958181,0.19161676646706588,1.820090001623553e-05,1.9339065530821524,4.1132313611374255e-07,-0.00021559151500531008,0.001996007984031936,-2005891949.208555,1.7253570674940462e-05,0.000235269710865355,-0.06618099118269943,3.7025279798790907e-13,2.1511480766739676e-05,5.4578758726277096e-05,0.015968063872255488,-1.5414936132139192e-05,3.5285931174189336e-05,143.30778782554242,-0.4380600399345993,146.05668318452678,False
-1.671860523152352e-17,-1.140023825429936e-18,-1.2085919034734989e-17,-1.017042705037999e-18,-3.8905962593222126e-18,7.979949744357042e-06,-107389088.52851017,-8.115712258598543e-19,-2.216510502561773e-18,-1.9058874891794873e-18,-2.333020369666503e-17,-1.3209349900670814e-06,0.6407185628742516,0.22554890219560877,-6.076963020199961e-05,3.496074016354897e-08,-1629.9498009625156,-0.04251771404741067,6.25729634845062e-05,-6.42190923267768e-05,0.001996007984031936,-7.193175788678426e-06,0.5588822355289421,-24.298586754404997,0.16367265469061876,8.962110721755565e-05,2.025307738131325,3.434952971826936e-07,-0.0004954182858910758,0.0,-82325793.82021905,1.845698215540542e-05,0.00010794561873999159,-0.045384369101231996,3.7298886299772605e-13,0.0001395271565034135,0.00010251302395896247,0.017964071856287425,-0.00014462517192559467,3.366751586621532e-05,52.10916987774567,-0.22670204655384563,-43.20605574890062,False
-2.628205105906549e-18,5.306312141871461e-18,-7.977740392032936e-18,-1.2261051457477514e-17,4.7102222713725755e-18,6.439301877306615e-06,813719761.8295205,-4.457849181095407e-18,-3.5535925004438135e-18,-2.8164388678592284e-18,-9.607005347741995e-18,-5.80880742538492e-06,0.6047904191616766,0.23353293413173654,-9.762796955174383e-05,2.984542384804705e-08,662.3333475336859,-0.246398432203649,6.721168762662878e-05,2.3826455384652782e-06,0.0,-1.6456878767075464e-05,0.5728542914171657,111.81049137834535,0.17165668662674652,5.259087542053254e-05,2.0653064563345924,2.611246696564161e-07,0.00017175062396142124,0.0,1488386467.8389819,1.1432320309812524e-05,1.4355902086455192e-05,-0.07741562017457633,2.495479980441458e-13,-0.00012028608731444195,2.4033031862205808e-05,0.007984031936127744,9.401293361068244e-05,-1.0118741703350677e-06,114.44860854999476,-0.07067216311965256,41.471390066850724,False
-1.1347376405184401e-17,5.908214470236457e-18,2.5307265919013488e-18,-5.589582690751818e-18,-5.1774592232818634e-18,5.991384422853856e-06,-142710778.9340994,-2.4229444525199596e-18,1.008555814047486e-18,-4.565511326209615e-19,-2.9620789539304055e-17,5.524127294447434e-06,0.6586826347305389,0.22954091816367264,-2.2916554997611964e-05,2.3569054397012784e-08,-1586.508654775178,-0.45748063089078883,0.00013904351024563618,0.0001728815313536632,0.0,2.3496970776782366e-05,0.5688622754491018,-127.3503924571214,0.17764471057884232,1.3583299853857703e-05,2.0586382227764872,3.832086398190632e-07,0.0003124448402750208,0.0,-815437134.331674,1.1165074669408939e-05,0.00023663530232791193,-0.051002633155720636,2.6692847108603144e-13,-0.00017146249501125328,5.303154783568563e-05,0.003992015968063872,0.00014076778007698546,1.0285359884496153e-05,81.71645363045887,-0.6239240260412261,89.79191957283365,True
-1.0474267381624204e-17,7.27766763096926e-18,-4.306894475293512e-17,-1.390779900274398e-17,-1.099573980314915e-17,8.934513096105218e-06,43412983.27427218,-5.210393704460611e-18,-1.5564619850826792e-17,3.3605594307499465e-18,-3.329965044167244e-17,4.9147001438799655e-06,0.6087824351297405,0.21756487025948104,7.43585743517561e-05,3.0181870811529644e-08,-3069.238015183522,-0.09422306149959603,1.8533104161282827e-05,4.6830010096100026e-05,0.001996007984031936,-8.043279515016413e-05,0.5608782435129741,-116.17849455194063,0.17564870259481039,8.751723203835967e-05,2.009549575866548,3.3994286026752404e-07,-0.00016026006913701747,0.003992015968063872,-897544785.5253352,1.3071275642290955e-05,9.02956688689818e-05,-0.04205996757233416,5.064534841606249e-13,2.340346850521874e-05,1.2214250278548803e-05,0.00998003992015968,0.0002792075494840743,5.1979481864877384e-06,116.75551735139908,-0.32430598374352826,129.40501788318187,False
-7.45911252435148e-18,5.691150392168383e-18,-8.691782880023796e-18,-8.857933249565053e-18,-6.6030196275701166e-18,5.730363382506088e-06,1016286884.3928933,-3.335594334998849e-18,-2.8625986632211573e-18,2.1473185649683897e-18,-9.98442032328673e-18,-2.2942954692170126e-07,0.6407185628742516,0.2275449101796407,-2.6858846964756324e-05,3.0898352401256815e-08,-1868.4580294659095,-0.3037755618735516,2.0939299592476807e-05,4.590446023882721e-06,0.0,-8.284540901694048e-06,0.5608782435129741,69.59894414419976,0.18562874251497005,-5.623932554709266e-05,2.0223935047198545,3.380025208480438e-07,0.00047103388857417977,0.005988023952095809,595186077.1343727,1.8053154013884323e-05,0.00010652560446481276,-0.07482986348127958,2.750299366250607e-13,-0.00013076935706111267,0.00013077007546281348,0.005988023952095809,7.407688734541432e-05,4.1887817134075004e-05,-72.8201285653207,-0.24805556018506697,-112.67556377260325,True
-1.650246316668548e-17,-8.100870165267305e-18,-2.691252960583957e-17,-4.520182422574971e-18,-2.3546890472985102e-17,6.531140725241682e-06,-392284360.10639805,-1.992423695752641e-18,-9.450641202963111e-18,1.1560625062979646e-18,-4.763118999662828e-17,4.38215142350273e-07,0.5968063872255489,0.1996007984031936,-6.530297994455338e-06,2.6206634011463595e-08,474.3858998900929,0.8130967973022565,5.544222055809861e-06,6.794951905781737e-05,0.007984031936127744,2.3801711958525725e-05,0.5429141716566867,94.40189098308345,0.16966067864271456,1.725586154950576e-05,1.7768305854747362,3.272444202979417e-07,-0.00016427795927314708,0.007984031936127744,23349538.692185912,1.1903188586883026e-05,0.00014404821040639608,-0.05234181966534822,4.131677237207552e-13,0.00014318850695723423,4.1304835627131756e-05,0.013972055888223553,8.15668381540991e-06,1.656316063006912e-05,115.93335765119575,-0.07425242311969155,138.54058585014525,True
-1.5035157921979823e-17,5.2417931956085995e-17,-1.1524433994841362e-17,-3.0666262276013194e-18,7.25260893966311e-17,6.541757601372335e-06,164268212.85214126,-1.2235908181493724e-18,-3.975642834328925e-18,-5.0192040748908635e-18,-3.282291448935646e-17,-1.412098514235194e-06,0.6347305389221557,0.22954091816367264,0.0008888211218355184,2.176925590008485e-07,579.489552421441,-0.12769083502819933,3.567076484239429e-05,-0.00016907403026493727,0.0,9.698517629231688e-06,0.5708582834331337,95.11956507796067,0.15568862275449102,4.40731090267886e-05,2.0486924777857287,5.455516043374553e-07,0.0003359835879158179,0.017964071856287425,-559315141.9030328,2.605710190929458e-05,0.0002149790561112545,-0.07066536375678996,2.368569000981303e-13,-0.00010712142661633254,3.3277191783294256e-05,0.013972055888223553,-1.0019510843838705e-05,2.078931911806978e-05,54.35971117642486,-0.6958549215697907,8.110751158259767,False
7.612736189103427e-18,-1.0238632638185602e-17,-2.7885453658596475e-17,-1.3742668770120137e-17,-1.2438900096953981e-17,9.107735048983895e-06,274937974.5831007,-4.4964191603273764e-18,-9.960196665930916e-18,4.3582002561494064e-18,9.422338987599771e-18,-2.5619451447271476e-06,0.5728542914171657,0.18962075848303392,-0.0009153004083942427,2.477437566861844e-07,1154.3617696762346,0.7859877483365931,0.00013487887462889145,0.00011397854125362887,0.007984031936127744,-7.336810692219932e-05,0.5449101796407185,111.34618031772114,0.16167664670658682,2.236835458355075e-05,1.8327351692388605,3.9292036838437033e-07,-0.000488197895849345,0.021956087824351298,517747158.08278966,1.8532911580133086e-05,0.00037844379861686617,-0.05117371611578914,9.173662339012819e-13,5.9523350237056824e-05,3.146240151795599e-05,0.02594810379241517,-3.014794727978186e-05,2.738039081773091e-06,166.92237443122644,-0.4935581913550511,48.65628946571681,True
-2.4251236705040968e-18,-1.2710866717081452e-17,-3.887870875986346e-17,-1.8287772139518316e-17,-9.865973077349182e-18,7.788712300492056e-06,661766797.4767698,-7.848042296648171e-18,-1.450678399319332e-17,-3.840123529757422e-18,6.901952934716376e-18,1.2265946598784829e-05,0.6407185628742516,0.22355289421157684,-0.00012668336244811145,1.3904941306981558e-07,-1471.8094640520023,-0.07588323996195889,6.686890173899447e-05,-5.260607227875759e-05,0.0,5.5282934989158196e-05,0.5708582834331337,-149.09108895836053,0.15568862275449102,3.803973407256475e-05,2.044773453275322,5.76312556859169e-07,-0.00012113308154717134,0.005988023952095809,1007071870.6868201,2.4107143996071158e-05,0.00020102507676228955,-0.057285451685512814,5.086924867036795e-13,0.000270548143940415,0.00011278474250163354,0.00998003992015968,1.0426692384320837e-05,-6.510983314902816e-05,134.09222400906222,-0.7337140845519576,-117.19325485464314,False
-2.980477201111658e-18,-9.325913715793929e-18,-9.823589868053117e-18,-4.849192300738084e-18,-1.5804239791171817e-17,7.184111232328515e-06,-372598743.9635866,-1.4247954821677515e-18,-2.889854279418735e-18,-3.161121382870433e-19,-6.970424521081313e-18,6.329410394349986e-06,0.6826347305389222,0.22355289421157684,7.417426074831993e-05,3.399639387477454e-08,228.57307118237867,-0.2592107880921928,7.123805535867454e-05,9.49596570880407e-05,0.0,7.00647318289316e-05,0.5588822355289421,133.17304539386143,0.12574850299401197,-3.395604901964774e-05,1.9866791533545054,3.0876645221661573e-07,0.00032303003791541655,0.0,-834682141.2640992,1.3573251784125969e-05,0.00020568403202839638,-0.04783014978624668,3.5967849308853216e-13,0.0001099097678166607,6.787475723102232e-05,0.00998003992015968,2.2812342194056224e-05,3.891149094828165e-05,-115.42011337361473,-0.294841707605438,-73.35860644761921,True
-5.584736718550868e-18,-6.0723789095881574e-18,-6.184669977179182e-18,-2.6364443090241615e-18,-1.5151185728977487e-17,5.250003206067049e-06,-2015968879.6323764,-3.7541295508190845e-18,-2.7036613683785407e-18,-6.0179525536276e-18,-7.924316943648929e-18,5.428841079862852e-06,0.6487025948103793,0.2315369261477046,-4.130606057167737e-05,3.2417619293947075e-08,-633.6935182076248,-0.30904779672223803,1.933646716597344e-05,6.957192900572227e-05,0.0,-5.248043623693858e-05,0.564870259481038,-53.83282200588165,0.1656686626746507,-5.109078867408726e-05,2.006314747879931,2.548467787596157e-07,0.0003576311120120901,0.0,-5452741967.170173,1.1566417714822652e-05,0.00032356906605347265,-0.05108444968819044,2.3186549698823017e-13,-0.00011498264728578003,6.979469191235398e-05,0.00998003992015968,-2.6337820580277395e-05,1.4491941018904798e-05,-112.80272605105355,-0.485320745085581,-154.01536832658684,True
-8.199229653499378e-19,-1.0966712033887946e-17,-6.564132025945423e-18,-1.0204676620924561e-19,-1.350770636407499e-17,9.281588774985795e-06,307084658.37464005,-4.179624313963008e-19,-2.4533429953437374e-18,-3.069113498849426e-18,1.894392317562031e-18,1.3092405781888648e-06,0.5708582834331337,0.21157684630738524,-0.00010070566559339732,3.2177228814902967e-08,736.8085412616609,0.22335022983154706,6.25105233374766e-05,9.162488292805101e-05,0.003992015968063872,-2.285412555044032e-05,0.5508982035928144,-31.68833094968733,0.18762475049900199,-2.1350190672844203e-05,1.9195167545418306,2.915071047589359e-07,-0.00014868970452349876,0.003992015968063872,2605294571.6776333,1.1050056458586378e-05,6.994798072975628e-05,-0.054522958392236316,6.077028726005244e-13,-2.588535887867471e-05,5.229650844031957e-05,0.013972055888223553,-4.964194358986585e-05,-3.972569014740224e-05,-109.84799451780837,-0.4369787078081404,59.77268515894979,False
-1.3952523762287864e-17,-2.8029013120164966e-18,7.67749762893324e-19,-4.503760228666805e-18,-9.487139569808999e-18,9.099630693628029e-06,816399685.2462124,-1.6556374701655774e-18,8.83950618548064e-19,-2.95132927164701e-18,-2.2255963761951215e-17,-1.005305629179835e-06,0.5948103792415169,0.19760479041916168,2.9601774670403117e-06,3.090796093363556e-08,-1322.6054473119154,0.791747304924054,5.9587719743720444e-05,-7.97425161228503e-05,0.011976047904191617,7.23282487964863e-05,0.5508982035928144,-133.20798542964462,0.16167664670658682,-1.2218467368778541e-05,1.9109157613810017,2.6477939534834335e-07,0.00011466134765407194,0.003992015968063872,637762983.6720096,1.0992461776541675e-05,0.0002452974406309602,-0.05888394592205574,5.726721331696003e-13,0.0001232767110079453,7.702335730998044e-05,0.029940119760479042,-5.827793139634118e-05,6.193579222865415e-06,-13.260122880668863,-0.4171235934647496,-179.324299949917,True
-7.64826643378845e-18,-1.5122841079539924e-18,-2.2499625355321593e-18,9.154712073814704e-18,-1.5903588635268016e-17,6.387662547190878e-06,91216849.96627422,3.1890036187182506e-18,-1.4490803260156428e-18,5.637466465271635e-19,-1.9917251556826587e-17,2.0407958198590805e-06,0.6427145708582834,0.21357285429141717,-2.8968966225134283e-05,3.0488070748290774e-08,-249.5234595983388,-0.09940823774513063,9.315998192813183e-05,-0.00014623272193996925,0.0,0.00017296258427680698,0.5608782435129741,18.95061283900891,0.16367265469061876,5.4745093257979415e-05,1.9857391294343893,3.222202845598302e-07,-0.00035371086973507245,0.005988023952095809,840045806.8427601,1.1375357239339183e-05,0.0002174243080055261,-0.04673575784694778,2.553686510374124e-13,-7.39296801354455e-05,3.1740968364285884e-05,0.017964071856287425,3.237468737842522e-05,3.637307203550934e-06,126.84513427302097,-0.39887734147442505,87.56006438575194,False
3.8381078442327755e-18,-1.2980904969992328e-17,-5.19167196337225e-18,-4.507122485144116e-19,-1.0360055306948018e-17,5.627456164800532e-06,1126646050.0748088,8.569178486376834e-20,-3.652028104287728e-18,2.6738038872662476e-18,4.4983439819499776e-18,3.6964038078474555e-07,0.5848303393213573,0.23353293413173654,0.0008662021574287557,9.439176256891172e-08,-1275.9528916185925,0.04307139865428766,4.4558576382951576e-05,5.9348590327597625e-05,0.0,-3.8957106849746e-05,0.5688622754491018,24.092570362574005,0.15768463073852296,7.474976843804311e-05,2.02220325802263,2.879999515827827e-07,0.0002136466264453504,0.011976047904191617,54430865.58064824,1.292478385499041e-05,2.3076006432190247e-05,-0.09337919049969177,1.2944091827860376e-13,-0.00014514200393910746,5.151186625267577e-05,0.011976047904191617,1.961899534842969e-06,-4.389359099303163e-05,96.36848851161828,-0.5036356468839868,-69.05963102737135,True
-5.731460810953245e-18,1.895751585434338e-18,7.836899585635119e-18,2.5985332219778507e-18,-5.490417719598986e-18,7.663317157450206e-06,404783350.4262121,1.014653159816753e-18,3.1863814968187416e-18,-3.75865981186902e-18,-7.272790001660044e-18,1.229901375299501e-08,0.6187624750499002,0.21357285429141717,8.345030066719147e-07,2.8502681007979872e-08,-2091.194303319924,0.15246972330119446,5.388499496404183e-05,3.8637812217718046e-05,0.001996007984031936,2.3361192645221033e-05,0.562874251497006,117.22016738759194,0.16766467065868262,-6.238559786479437e-05,1.955378807331906,2.3449967425548014e-07,6.963306073411079e-05,0.0,-162035231.49470022,1.0724244999731985e-05,0.00019057164940076255,-0.05981622578957284,6.074806934489748e-13,7.033673816680345e-06,8.94811758725197e-05,0.01996007984031936,-2.7526760499990843e-05,3.497570412432094e-05,-81.51221657762505,-0.19010763013856166,31.100346357414285,False
-5.628229458791133e-18,-1.0043362636724177e-17,-2.584433053046493e-17,-1.0410692115047079e-17,-1.0550157755374036e-17,6.278540914855937e-06,-1840430982.6724107,-3.876771957464511e-18,-1.046198039063745e-17,-5.24674770445188e-18,-1.929275349369825e-18,-1.2952479140805662e-06,0.5968063872255489,0.2275449101796407,-1.809875867471994e-05,2.6372759194557403e-08,-1361.120580455401,-0.39686599583091686,0.00010002790840087419,7.723763143315009e-05,0.0,-1.2005401093964073e-05,0.5708582834331337,-30.123540740344563,0.16766467065868262,-1.1326602336715522e-05,2.0919211858389866,5.701877204170751e-07,-0.0006193418209068901,0.0,-495571341.7411022,1.6449507053685353e-05,0.00027658262687438827,-0.014435088352420706,2.746253905302807e-13,1.515682845504805e-05,9.981882552577155e-06,0.003992015968063872,4.141912242094025e-05,2.1561517427019897e-05,-101.65704408426748,-0.004591315010648892,-77.0122743896425,False
-2.547263219497881e-18,2.881399528831135e-18,6.756932848995257e-18,1.156009002734371e-17,-1.6225894067967296e-17,8.848054634929731e-06,192183499.40464076,4.073785994807379e-18,2.2677956602080644e-18,-8.612300380534123e-19,-3.698437620457751e-18,7.591493244473996e-07,0.6227544910179641,0.20758483033932135,4.6899502247371675e-06,3.086593630670283e-08,-793.8314265467985,-0.026453974778314127,9.201737050305803e-05,-1.8753292931026374e-05,0.003992015968063872,-4.556768969978862e-05,0.5548902195608783,131.63977173087994,0.15568862275449102,-3.600003486594399e-05,1.9358278268731448,2.621157031073829e-07,9.826333014909282e-05,0.003992015968063872,-938239779.9509863,1.3456092552230519e-05,0.00018751025639509594,-0.054893164277856586,4.0562771663689786e-13,8.100362893856254e-05,0.00010596361660536467,0.00998003992015968,-1.834029621433806e-05,5.3920318287681813e-05,-67.03145898104717,-0.24594877676634133,69.34903569692572,False
1.2276850802187203e-17,1.91919122029799e-17,-2.6513994357290566e-17,2.1798733974403382e-18,4.237141045789344e-17,9.412474089735244e-06,680070987.0310011,8.178653485405125e-19,-9.651675177627726e-18,1.0543697503338696e-17,6.464487822189963e-18,-7.20894764087968e-07,0.5548902195608783,0.21357285429141717,0.0002752916581006584,1.9835376529190388e-07,423.714351952579,0.8557800100048603,0.00011698480923576758,-5.28896637591398e-05,0.00998003992015968,5.482927454160566e-05,0.562874251497006,-39.92032929340339,0.13373253493013973,2.40710671852566e-05,1.925170355359705,4.514589254364427e-07,-0.00010544707164044701,0.017964071856287425,583017964.2101082,2.0250806301054323e-05,0.00013179006067359542,-0.07037898271018217,4.1293526869883335e-13,-1.1252684114907718e-05,4.516513536411975e-05,0.01996007984031936,-6.173523036875056e-05,4.767882416365153e-05,119.44309095114524,-0.46648754020204586,-93.14989817808163,False
